268 Thu Sep 25 11:52:31 EDT 2014 QUEUE_NAME PRIO STATUS MAX JL/U JL/P JL/H NJOBS PEND RUN SUSP
281 Wed Oct 8 09:14:56 EDT 2014 forest 30 Open:Active - 100 - - 3 0 3 0
281 Wed Oct 8 09:14:56 EDT 2014 bhour 25 Open:Active - 200 - - 124 124 0 0
281 Wed Oct 8 09:14:56 EDT 2014 compbio-week 25 Open:Active - 1040 - - 1230 783 447 0
281 Wed Oct 8 09:14:56 EDT 2014 bweek 20 Open:Active - 40 - - 148 147 1 0
281 Wed Oct 8 09:14:56 EDT 2014 preview 15 Open:Active - - - 10 0 0 0 0
281 Wed Oct 8 09:14:57 EDT 2014 interactive 10 Open:Active - 3 - - 96 2 94 0
281 Wed Oct 8 09:14:57 EDT 2014 forever 10 Open:Active - - - - 3 0 3 0
281 Wed Oct 8 09:14:57 EDT 2014 sas 10 Open:Active - 6 - - 0 0 0 0
281 Wed Oct 8 09:27:50 EDT 2014 QUEUE_NAME PRIO STATUS MAX JL/U JL/P JL/H NJOBS PEND RUN SUSP
281 Wed Oct 8 09:27:50 EDT 2014 admin 100 Open:Active - - - 1 0 0 0 0
281 Wed Oct 8 09:27:50 EDT 2014 overtime 50 Closed:Active - 0 - - 0 0 0 0
281 Wed Oct 8 09:27:50 EDT 2014 care 50 Open:Active - - - - 7 6 1 0
281 Wed Oct 8 09:27:50 EDT 2014 igsa 50 Open:Active - 3 - 3 0 0 0 0
281 Wed Oct 8 09:27:50 EDT 2014 priority 50 Open:Active - 10 - 1 655 632 23 0
281 Wed Oct 8 09:27:50 EDT 2014 gpu 50 Open:Active - - - - 0 0 0 0
281 Wed Oct 8 09:27:50 EDT 2014 genepattern 40 Open:Active - - - - 8 0 8 0
281 Wed Oct 8 09:27:50 EDT 2014 gsa 35 Open:Active - - - - 3 0 3 0
281 Wed Oct 8 09:27:50 EDT 2014 neurolab 35 Open:Active - - - - 4 0 4 0
281 Wed Oct 8 09:27:50 EDT 2014 regevlab 35 Open:Active - 80 - - 453 278 175 0
281 Wed Oct 8 09:27:50 EDT 2014 birdseed 35 Open:Active - - - 10 0 0 0 0
281 Wed Oct 8 09:27:50 EDT 2014 rnai 35 Open:Active - - - 10 0 0 0 0
281 Wed Oct 8 09:27:50 EDT 2014 iweek 31 Open:Active - 5 - 10 0 0 0 0
281 Wed Oct 8 09:27:50 EDT 2014 short 31 Open:Active - 50 - 1 0 0 0 0
281 Wed Oct 8 09:27:50 EDT 2014 webannotblast 31 Open:Active - - 1 - 0 0 0 0
281 Wed Oct 8 09:27:50 EDT 2014 hour 30 Open:Active - 500 - - 1207 606 601 0
281 Wed Oct 8 09:27:50 EDT 2014 week 30 Open:Active - 300 - - 38463 37774 686 3
281 Wed Oct 8 09:27:50 EDT 2014 broad 30 Open:Inact - 572 - 10 0 0 0 0
281 Wed Oct 8 09:27:50 EDT 2014 flower 30 Open:Active - 10 - - 0 0 0 0
281 Wed Oct 8 09:27:50 EDT 2014 forest 30 Open:Active - 100 - - 3 0 3 0
281 Wed Oct 8 09:27:50 EDT 2014 bhour 25 Open:Active - 200 - - 124 124 0 0
281 Wed Oct 8 09:27:50 EDT 2014 compbio-week 25 Open:Active - 1040 - - 554 111 443 0
281 Wed Oct 8 09:27:50 EDT 2014 bweek 20 Open:Active - 40 - - 148 147 1 0
281 Wed Oct 8 09:27:50 EDT 2014 preview 15 Open:Active - - - 10 0 0 0 0
281 Wed Oct 8 09:27:50 EDT 2014 interactive 10 Open:Active - 3 - - 97 2 95 0
281 Wed Oct 8 09:27:50 EDT 2014 forever 10 Open:Active - - - - 3 0 3 0
281 Wed Oct 8 09:27:50 EDT 2014 sas 10 Open:Active - 6 - - 0 0 0 0
281 Wed Oct 8 09:28:42 EDT 2014 QUEUE_NAME PRIO STATUS MAX JL/U JL/P JL/H NJOBS PEND RUN SUSP
281 Wed Oct 8 09:28:42 EDT 2014 admin 100 Open:Active - - - 1 0 0 0 0
281 Wed Oct 8 09:28:42 EDT 2014 overtime 50 Closed:Active - 0 - - 0 0 0 0
281 Wed Oct 8 09:28:42 EDT 2014 care 50 Open:Active - - - - 7 6 1 0
281 Wed Oct 8 09:28:42 EDT 2014 igsa 50 Open:Active - 3 - 3 0 0 0 0
281 Wed Oct 8 09:28:42 EDT 2014 priority 50 Open:Active - 10 - 1 655 630 25 0
281 Wed Oct 8 09:28:42 EDT 2014 gpu 50 Open:Active - - - - 0 0 0 0
281 Wed Oct 8 09:28:42 EDT 2014 genepattern 40 Open:Active - - - - 8 0 8 0
281 Wed Oct 8 09:28:42 EDT 2014 gsa 35 Open:Active - - - - 3 0 3 0
281 Wed Oct 8 09:28:42 EDT 2014 neurolab 35 Open:Active - - - - 4 0 4 0
281 Wed Oct 8 09:28:42 EDT 2014 regevlab 35 Open:Active - 80 - - 453 278 175 0
281 Wed Oct 8 09:28:42 EDT 2014 birdseed 35 Open:Active - - - 10 0 0 0 0
281 Wed Oct 8 09:28:42 EDT 2014 rnai 35 Open:Active - - - 10 0 0 0 0
281 Wed Oct 8 09:28:42 EDT 2014 iweek 31 Open:Active - 5 - 10 0 0 0 0
281 Wed Oct 8 09:28:42 EDT 2014 short 31 Open:Active - 50 - 1 0 0 0 0
281 Wed Oct 8 09:28:42 EDT 2014 webannotblast 31 Open:Active - - 1 - 0 0 0 0
281 Wed Oct 8 09:28:42 EDT 2014 hour 30 Open:Active - 500 - - 1189 600 589 0
281 Wed Oct 8 09:28:42 EDT 2014 week 30 Open:Active - 300 - - 38456 37760 693 3
281 Wed Oct 8 09:28:42 EDT 2014 broad 30 Open:Inact - 572 - 10 0 0 0 0
281 Wed Oct 8 09:28:42 EDT 2014 flower 30 Open:Active - 10 - - 0 0 0 0
281 Wed Oct 8 09:28:42 EDT 2014 forest 30 Open:Active - 100 - - 3 0 3 0
281 Wed Oct 8 09:28:42 EDT 2014 bhour 25 Open:Active - 200 - - 124 124 0 0
281 Wed Oct 8 09:28:42 EDT 2014 compbio-week 25 Open:Active - 1040 - - 513 66 447 0
281 Wed Oct 8 09:28:42 EDT 2014 bweek 20 Open:Active - 40 - - 148 147 1 0
281 Wed Oct 8 09:28:42 EDT 2014 preview 15 Open:Active - - - 10 0 0 0 0
281 Wed Oct 8 09:28:42 EDT 2014 interactive 10 Open:Active - 3 - - 99 2 97 0
281 Wed Oct 8 09:28:42 EDT 2014 forever 10 Open:Active - - - - 3 0 3 0
281 Wed Oct 8 09:28:42 EDT 2014 sas 10 Open:Active - 6 - - 0 0 0 0
281 Wed Oct 8 09:31:19 EDT 2014 QUEUE_NAME PRIO STATUS MAX JL/U JL/P JL/H NJOBS PEND RUN SUSP
281 Wed Oct 8 09:31:19 EDT 2014 admin 100 Open:Active - - - 1 0 0 0 0
281 Wed Oct 8 09:31:20 EDT 2014 overtime 50 Closed:Active - 0 - - 0 0 0 0
281 Wed Oct 8 09:31:20 EDT 2014 care 50 Open:Active - - - - 7 6 1 0
281 Wed Oct 8 09:31:20 EDT 2014 igsa 50 Open:Active - 3 - 3 0 0 0 0
281 Wed Oct 8 09:31:20 EDT 2014 priority 50 Open:Active - 10 - 1 655 630 25 0
281 Wed Oct 8 09:31:20 EDT 2014 gpu 50 Open:Active - - - - 0 0 0 0
281 Wed Oct 8 09:31:20 EDT 2014 genepattern 40 Open:Active - - - - 8 0 8 0
281 Wed Oct 8 09:31:20 EDT 2014 gsa 35 Open:Active - - - - 3 0 3 0
281 Wed Oct 8 09:31:20 EDT 2014 neurolab 35 Open:Active - - - - 4 0 4 0
281 Wed Oct 8 09:31:20 EDT 2014 regevlab 35 Open:Active - 80 - - 453 278 175 0
281 Wed Oct 8 09:31:20 EDT 2014 birdseed 35 Open:Active - - - 10 0 0 0 0
281 Wed Oct 8 09:31:20 EDT 2014 rnai 35 Open:Active - - - 10 0 0 0 0
281 Wed Oct 8 09:31:20 EDT 2014 iweek 31 Open:Active - 5 - 10 0 0 0 0
281 Wed Oct 8 09:31:20 EDT 2014 short 31 Open:Active - 50 - 1 0 0 0 0
281 Wed Oct 8 09:31:20 EDT 2014 webannotblast 31 Open:Active - - 1 - 0 0 0 0
281 Wed Oct 8 09:31:20 EDT 2014 hour 30 Open:Active - 500 - - 1135 570 565 0
281 Wed Oct 8 09:31:20 EDT 2014 week 30 Open:Active - 300 - - 38437 37732 702 3
281 Wed Oct 8 09:31:20 EDT 2014 broad 30 Open:Inact - 572 - 10 0 0 0 0
281 Wed Oct 8 09:31:20 EDT 2014 flower 30 Open:Active - 10 - - 0 0 0 0
281 Wed Oct 8 09:31:20 EDT 2014 forest 30 Open:Active - 100 - - 3 0 3 0
281 Wed Oct 8 09:31:20 EDT 2014 bhour 25 Open:Active - 200 - - 124 124 0 0
281 Wed Oct 8 09:31:20 EDT 2014 compbio-week 25 Open:Active - 1040 - - 286 0 286 0
281 Wed Oct 8 09:31:20 EDT 2014 bweek 20 Open:Active - 40 - - 148 147 1 0
281 Wed Oct 8 09:31:20 EDT 2014 preview 15 Open:Active - - - 10 0 0 0 0
281 Wed Oct 8 09:31:20 EDT 2014 interactive 10 Open:Active - 3 - - 99 2 97 0
281 Wed Oct 8 09:31:20 EDT 2014 forever 10 Open:Active - - - - 3 0 3 0
281 Wed Oct 8 09:31:20 EDT 2014 sas 10 Open:Active - 6 - - 0 0 0 0
281 Wed Oct 8 12:55:57 EDT 2014 QUEUE_NAME PRIO STATUS MAX JL/U JL/P JL/H NJOBS PEND RUN SUSP
281 Wed Oct 8 12:55:57 EDT 2014 admin 100 Open:Active - - - 1 0 0 0 0
281 Wed Oct 8 12:55:57 EDT 2014 overtime 50 Closed:Active - 0 - - 0 0 0 0
281 Wed Oct 8 12:55:57 EDT 2014 care 50 Open:Active - - - - 20 6 14 0
281 Wed Oct 8 12:55:57 EDT 2014 igsa 50 Open:Active - 3 - 3 0 0 0 0
281 Wed Oct 8 12:55:57 EDT 2014 priority 50 Open:Active - 10 - 1 645 622 23 0
281 Wed Oct 8 12:55:57 EDT 2014 gpu 50 Open:Active - - - - 0 0 0 0
281 Wed Oct 8 12:55:57 EDT 2014 genepattern 40 Open:Active - - - - 10 0 10 0
281 Wed Oct 8 12:55:57 EDT 2014 gsa 35 Open:Active - - - - 10 0 10 0
281 Wed Oct 8 12:55:57 EDT 2014 neurolab 35 Open:Active - - - - 7 2 5 0
281 Wed Oct 8 12:55:57 EDT 2014 regevlab 35 Open:Active - 80 - - 634 372 262 0
281 Wed Oct 8 12:55:57 EDT 2014 birdseed 35 Open:Active - - - 10 0 0 0 0
281 Wed Oct 8 12:55:57 EDT 2014 rnai 35 Open:Active - - - 10 0 0 0 0
281 Wed Oct 8 12:55:57 EDT 2014 iweek 31 Open:Active - 5 - 10 0 0 0 0
281 Wed Oct 8 12:55:57 EDT 2014 short 31 Open:Active - 50 - 1 0 0 0 0
281 Wed Oct 8 12:55:57 EDT 2014 webannotblast 31 Open:Active - - 1 - 0 0 0 0
281 Wed Oct 8 12:55:57 EDT 2014 hour 30 Open:Active - 500 - - 22306 21692 614 0
281 Wed Oct 8 12:55:57 EDT 2014 week 30 Open:Active - 300 - - 38309 37387 918 4
281 Wed Oct 8 12:55:57 EDT 2014 broad 30 Open:Inact - 572 - 10 0 0 0 0
281 Wed Oct 8 12:55:57 EDT 2014 flower 30 Open:Active - 10 - - 0 0 0 0
281 Wed Oct 8 12:55:57 EDT 2014 forest 30 Open:Active - 100 - - 3 0 3 0
281 Wed Oct 8 12:55:57 EDT 2014 bhour 25 Open:Active - 200 - - 124 124 0 0
281 Wed Oct 8 12:55:57 EDT 2014 compbio-week 25 Open:Active - 1040 - - 1739 911 828 0
281 Wed Oct 8 12:55:57 EDT 2014 bweek 20 Open:Active - 40 - - 165 162 3 0
281 Wed Oct 8 12:55:57 EDT 2014 preview 15 Open:Active - - - 10 0 0 0 0
281 Wed Oct 8 12:55:57 EDT 2014 interactive 10 Open:Active - 3 - - 121 2 119 0
281 Wed Oct 8 12:55:57 EDT 2014 forever 10 Open:Active - - - - 3 0 3 0
281 Wed Oct 8 12:55:57 EDT 2014 sas 10 Open:Active - 6 - - 0 0 0 0
281 Wed Oct 8 12:56:14 EDT 2014 QUEUE_NAME PRIO STATUS MAX JL/U JL/P JL/H NJOBS PEND RUN SUSP
281 Wed Oct 8 12:56:14 EDT 2014 admin 100 Open:Active - - - 1 0 0 0 0
281 Wed Oct 8 12:56:14 EDT 2014 overtime 50 Closed:Active - 0 - - 0 0 0 0
281 Wed Oct 8 12:56:14 EDT 2014 care 50 Open:Active - - - - 20 6 14 0
281 Wed Oct 8 12:56:14 EDT 2014 igsa 50 Open:Active - 3 - 3 0 0 0 0
281 Wed Oct 8 12:56:14 EDT 2014 priority 50 Open:Active - 10 - 1 645 622 23 0
281 Wed Oct 8 12:56:14 EDT 2014 gpu 50 Open:Active - - - - 0 0 0 0
281 Wed Oct 8 12:56:14 EDT 2014 genepattern 40 Open:Active - - - - 10 0 10 0
281 Wed Oct 8 12:56:14 EDT 2014 gsa 35 Open:Active - - - - 10 0 10 0
281 Wed Oct 8 12:56:14 EDT 2014 neurolab 35 Open:Active - - - - 7 2 5 0
281 Wed Oct 8 12:56:14 EDT 2014 regevlab 35 Open:Active - 80 - - 634 372 262 0
281 Wed Oct 8 12:56:14 EDT 2014 birdseed 35 Open:Active - - - 10 0 0 0 0
281 Wed Oct 8 12:56:14 EDT 2014 rnai 35 Open:Active - - - 10 0 0 0 0
281 Wed Oct 8 12:56:15 EDT 2014 iweek 31 Open:Active - 5 - 10 0 0 0 0
281 Wed Oct 8 12:56:15 EDT 2014 short 31 Open:Active - 50 - 1 0 0 0 0
281 Wed Oct 8 12:56:15 EDT 2014 webannotblast 31 Open:Active - - 1 - 0 0 0 0
281 Wed Oct 8 12:56:15 EDT 2014 hour 30 Open:Active - 500 - - 22297 21683 614 0
281 Wed Oct 8 12:56:15 EDT 2014 week 30 Open:Active - 300 - - 38319 37396 919 4
281 Wed Oct 8 12:56:15 EDT 2014 broad 30 Open:Inact - 572 - 10 0 0 0 0
281 Wed Oct 8 12:56:15 EDT 2014 flower 30 Open:Active - 10 - - 0 0 0 0
281 Wed Oct 8 12:56:15 EDT 2014 forest 30 Open:Active - 100 - - 3 0 3 0
281 Wed Oct 8 12:56:15 EDT 2014 bhour 25 Open:Active - 200 - - 124 124 0 0
281 Wed Oct 8 12:56:15 EDT 2014 compbio-week 25 Open:Active - 1040 - - 1737 909 828 0
281 Wed Oct 8 12:56:15 EDT 2014 bweek 20 Open:Active - 40 - - 165 162 3 0
281 Wed Oct 8 12:56:15 EDT 2014 preview 15 Open:Active - - - 10 0 0 0 0
281 Wed Oct 8 12:56:15 EDT 2014 interactive 10 Open:Active - 3 - - 122 2 120 0
281 Wed Oct 8 12:56:15 EDT 2014 forever 10 Open:Active - - - - 3 0 3 0
281 Wed Oct 8 12:56:15 EDT 2014 sas 10 Open:Active - 6 - - 0 0 0 0
281 Wed Oct 8 14:54:46 EDT 2014 QUEUE_NAME PRIO STATUS MAX JL/U JL/P JL/H NJOBS PEND RUN SUSP
281 Wed Oct 8 14:54:46 EDT 2014 admin 100 Open:Active - - - 1 0 0 0 0
281 Wed Oct 8 14:54:46 EDT 2014 overtime 50 Closed:Active - 0 - - 0 0 0 0
281 Wed Oct 8 14:54:46 EDT 2014 care 50 Open:Active - - - - 7 6 1 0
281 Wed Oct 8 14:54:46 EDT 2014 igsa 50 Open:Active - 3 - 3 0 0 0 0
281 Wed Oct 8 14:54:46 EDT 2014 priority 50 Open:Active - 10 - 1 661 628 33 0
281 Wed Oct 8 14:54:46 EDT 2014 gpu 50 Open:Active - - - - 17 17 0 0
281 Wed Oct 8 14:54:46 EDT 2014 genepattern 40 Open:Active - - - - 7 0 7 0
281 Wed Oct 8 14:54:46 EDT 2014 gsa 35 Open:Active - - - - 228 0 228 0
281 Wed Oct 8 14:54:46 EDT 2014 neurolab 35 Open:Active - - - - 3 2 1 0
281 Wed Oct 8 14:54:46 EDT 2014 regevlab 35 Open:Active - 80 - - 585 311 274 0
281 Wed Oct 8 14:54:46 EDT 2014 birdseed 35 Open:Active - - - 10 0 0 0 0
281 Wed Oct 8 14:54:46 EDT 2014 rnai 35 Open:Active - - - 10 1 0 1 0
281 Wed Oct 8 14:54:46 EDT 2014 iweek 31 Open:Active - 5 - 10 0 0 0 0
281 Wed Oct 8 14:54:46 EDT 2014 short 31 Open:Active - 50 - 1 0 0 0 0
281 Wed Oct 8 14:54:46 EDT 2014 webannotblast 31 Open:Active - - 1 - 0 0 0 0
281 Wed Oct 8 14:54:46 EDT 2014 hour 30 Open:Active - 500 - - 22578 21989 586 3
281 Wed Oct 8 14:54:46 EDT 2014 week 30 Open:Active - 300 - - 38159 37324 823 12
281 Wed Oct 8 14:54:46 EDT 2014 broad 30 Open:Inact - 572 - 10 0 0 0 0
281 Wed Oct 8 14:54:46 EDT 2014 flower 30 Open:Active - 10 - - 0 0 0 0
281 Wed Oct 8 14:54:46 EDT 2014 forest 30 Open:Active - 100 - - 3 0 3 0
281 Wed Oct 8 14:54:46 EDT 2014 bhour 25 Open:Active - 200 - - 124 124 0 0
281 Wed Oct 8 14:54:46 EDT 2014 compbio-week 25 Open:Active - 1040 - - 2151 1441 710 0
281 Wed Oct 8 14:54:46 EDT 2014 bweek 20 Open:Active - 40 - - 164 162 2 0
281 Wed Oct 8 14:54:46 EDT 2014 preview 15 Open:Active - - - 10 14 4 10 0
281 Wed Oct 8 14:54:46 EDT 2014 interactive 10 Open:Active - 3 - - 140 2 138 0
281 Wed Oct 8 14:54:46 EDT 2014 forever 10 Open:Active - - - - 3 0 3 0
281 Wed Oct 8 14:54:46 EDT 2014 sas 10 Open:Active - 6 - - 0 0 0 0
281 Wed Oct 8 14:54:50 EDT 2014 QUEUE_NAME PRIO STATUS MAX JL/U JL/P JL/H NJOBS PEND RUN SUSP
281 Wed Oct 8 14:54:50 EDT 2014 admin 100 Open:Active - - - 1 0 0 0 0
281 Wed Oct 8 14:54:50 EDT 2014 overtime 50 Closed:Active - 0 - - 0 0 0 0
281 Wed Oct 8 14:54:50 EDT 2014 care 50 Open:Active - - - - 7 6 1 0
281 Wed Oct 8 14:54:50 EDT 2014 igsa 50 Open:Active - 3 - 3 0 0 0 0
281 Wed Oct 8 14:54:50 EDT 2014 priority 50 Open:Active - 10 - 1 661 628 33 0
281 Wed Oct 8 14:54:50 EDT 2014 gpu 50 Open:Active - - - - 17 17 0 0
281 Wed Oct 8 14:54:50 EDT 2014 genepattern 40 Open:Active - - - - 7 0 7 0
281 Wed Oct 8 14:54:50 EDT 2014 gsa 35 Open:Active - - - - 229 1 228 0
281 Wed Oct 8 14:54:51 EDT 2014 neurolab 35 Open:Active - - - - 3 2 1 0
281 Wed Oct 8 14:54:51 EDT 2014 regevlab 35 Open:Active - 80 - - 585 311 274 0
281 Wed Oct 8 14:54:51 EDT 2014 birdseed 35 Open:Active - - - 10 0 0 0 0
281 Wed Oct 8 14:54:51 EDT 2014 rnai 35 Open:Active - - - 10 1 0 1 0
281 Wed Oct 8 14:54:51 EDT 2014 iweek 31 Open:Active - 5 - 10 0 0 0 0
281 Wed Oct 8 14:54:51 EDT 2014 short 31 Open:Active - 50 - 1 0 0 0 0
281 Wed Oct 8 14:54:51 EDT 2014 webannotblast 31 Open:Active - - 1 - 0 0 0 0
281 Wed Oct 8 14:54:51 EDT 2014 hour 30 Open:Active - 500 - - 22575 21986 586 3
281 Wed Oct 8 14:54:51 EDT 2014 week 30 Open:Active - 300 - - 38159 37324 823 12
281 Wed Oct 8 14:54:51 EDT 2014 broad 30 Open:Inact - 572 - 10 0 0 0 0
281 Wed Oct 8 14:54:51 EDT 2014 flower 30 Open:Active - 10 - - 0 0 0 0
281 Wed Oct 8 14:54:51 EDT 2014 forest 30 Open:Active - 100 - - 3 0 3 0
281 Wed Oct 8 14:54:51 EDT 2014 bhour 25 Open:Active - 200 - - 124 124 0 0
281 Wed Oct 8 14:54:51 EDT 2014 compbio-week 25 Open:Active - 1040 - - 2151 1439 712 0
281 Wed Oct 8 14:54:51 EDT 2014 bweek 20 Open:Active - 40 - - 164 162 2 0
281 Wed Oct 8 14:54:51 EDT 2014 preview 15 Open:Active - - - 10 14 4 10 0
281 Wed Oct 8 14:54:51 EDT 2014 interactive 10 Open:Active - 3 - - 141 2 139 0
281 Wed Oct 8 14:54:51 EDT 2014 forever 10 Open:Active - - - - 3 0 3 0
281 Wed Oct 8 14:54:51 EDT 2014 sas 10 Open:Active - 6 - - 0 0 0 0
281 Wed Oct 8 15:30:36 EDT 2014 QUEUE_NAME PRIO STATUS MAX JL/U JL/P JL/H NJOBS PEND RUN SUSP
281 Wed Oct 8 15:30:36 EDT 2014 admin 100 Open:Active - - - 1 0 0 0 0
281 Wed Oct 8 15:30:36 EDT 2014 overtime 50 Closed:Active - 0 - - 0 0 0 0
281 Wed Oct 8 15:30:36 EDT 2014 care 50 Open:Active - - - - 7 6 1 0
281 Wed Oct 8 15:30:36 EDT 2014 igsa 50 Open:Active - 3 - 3 0 0 0 0
281 Wed Oct 8 15:30:36 EDT 2014 priority 50 Open:Active - 10 - 1 654 620 34 0
281 Wed Oct 8 15:30:36 EDT 2014 gpu 50 Open:Active - - - - 17 17 0 0
281 Wed Oct 8 15:30:36 EDT 2014 genepattern 40 Open:Active - - - - 7 0 7 0
281 Wed Oct 8 15:30:36 EDT 2014 gsa 35 Open:Active - - - - 229 0 229 0
281 Wed Oct 8 15:30:36 EDT 2014 neurolab 35 Open:Active - - - - 3 2 1 0
281 Wed Oct 8 15:30:36 EDT 2014 regevlab 35 Open:Active - 80 - - 674 388 286 0
281 Wed Oct 8 15:30:36 EDT 2014 birdseed 35 Open:Active - - - 10 0 0 0 0
281 Wed Oct 8 15:30:36 EDT 2014 rnai 35 Open:Active - - - 10 4 1 3 0
281 Wed Oct 8 15:30:36 EDT 2014 iweek 31 Open:Active - 5 - 10 0 0 0 0
281 Wed Oct 8 15:30:36 EDT 2014 short 31 Open:Active - 50 - 1 0 0 0 0
281 Wed Oct 8 15:30:36 EDT 2014 webannotblast 31 Open:Active - - 1 - 0 0 0 0
281 Wed Oct 8 15:30:36 EDT 2014 hour 30 Open:Active - 500 - - 21877 21370 507 0
281 Wed Oct 8 15:30:36 EDT 2014 week 30 Open:Active - 300 - - 38124 37189 930 5
281 Wed Oct 8 15:30:36 EDT 2014 broad 30 Open:Inact - 572 - 10 0 0 0 0
281 Wed Oct 8 15:30:36 EDT 2014 flower 30 Open:Active - 10 - - 0 0 0 0
281 Wed Oct 8 15:30:36 EDT 2014 forest 30 Open:Active - 100 - - 4 0 4 0
281 Wed Oct 8 15:30:36 EDT 2014 bhour 25 Open:Active - 200 - - 124 124 0 0
281 Wed Oct 8 15:30:36 EDT 2014 compbio-week 25 Open:Active - 1040 - - 1781 1087 694 0
281 Wed Oct 8 15:30:36 EDT 2014 bweek 20 Open:Active - 40 - - 164 162 2 0
281 Wed Oct 8 15:30:36 EDT 2014 preview 15 Open:Active - - - 10 0 0 0 0
281 Wed Oct 8 15:30:36 EDT 2014 interactive 10 Open:Active - 3 - - 138 2 136 0
281 Wed Oct 8 15:30:36 EDT 2014 forever 10 Open:Active - - - - 3 0 3 0
281 Wed Oct 8 15:30:36 EDT 2014 sas 10 Open:Active - 6 - - 0 0 0 0
281 Wed Oct 8 17:14:12 EDT 2014 QUEUE_NAME PRIO STATUS MAX JL/U JL/P JL/H NJOBS PEND RUN SUSP
281 Wed Oct 8 17:14:12 EDT 2014 admin 100 Open:Active - - - 1 0 0 0 0
281 Wed Oct 8 17:14:13 EDT 2014 overtime 50 Closed:Active - 0 - - 0 0 0 0
281 Wed Oct 8 17:14:13 EDT 2014 care 50 Open:Active - - - - 1 0 1 0
281 Wed Oct 8 17:14:13 EDT 2014 igsa 50 Open:Active - 3 - 3 0 0 0 0
281 Wed Oct 8 17:14:13 EDT 2014 priority 50 Open:Active - 10 - 1 687 659 28 0
281 Wed Oct 8 17:14:13 EDT 2014 gpu 50 Open:Active - - - - 17 17 0 0
281 Wed Oct 8 17:14:13 EDT 2014 genepattern 40 Open:Active - - - - 12 0 12 0
281 Wed Oct 8 17:14:13 EDT 2014 gsa 35 Open:Active - - - - 174 0 174 0
281 Wed Oct 8 17:14:13 EDT 2014 neurolab 35 Open:Active - - - - 11 0 11 0
281 Wed Oct 8 17:14:13 EDT 2014 regevlab 35 Open:Active - 80 - - 655 371 284 0
281 Wed Oct 8 17:14:13 EDT 2014 birdseed 35 Open:Active - - - 10 0 0 0 0
281 Wed Oct 8 17:14:13 EDT 2014 rnai 35 Open:Active - - - 10 1 0 1 0
281 Wed Oct 8 17:14:13 EDT 2014 iweek 31 Open:Active - 5 - 10 0 0 0 0
281 Wed Oct 8 17:14:13 EDT 2014 short 31 Open:Active - 50 - 1 0 0 0 0
281 Wed Oct 8 17:14:13 EDT 2014 webannotblast 31 Open:Active - - 1 - 0 0 0 0
281 Wed Oct 8 17:14:13 EDT 2014 hour 30 Open:Active - 500 - - 21280 20759 521 0
281 Wed Oct 8 17:14:13 EDT 2014 week 30 Open:Active - 300 - - 37731 36748 976 7
281 Wed Oct 8 17:14:13 EDT 2014 broad 30 Open:Inact - 572 - 10 0 0 0 0
281 Wed Oct 8 17:14:13 EDT 2014 flower 30 Open:Active - 10 - - 0 0 0 0
281 Wed Oct 8 17:14:13 EDT 2014 forest 30 Open:Active - 100 - - 3 0 3 0
281 Wed Oct 8 17:14:13 EDT 2014 bhour 25 Open:Active - 200 - - 196 124 72 0
281 Wed Oct 8 17:14:13 EDT 2014 compbio-week 25 Open:Active - 1040 - - 627 74 553 0
281 Wed Oct 8 17:14:13 EDT 2014 bweek 20 Open:Active - 40 - - 164 162 2 0
281 Wed Oct 8 17:14:13 EDT 2014 preview 15 Open:Active - - - 10 0 0 0 0
281 Wed Oct 8 17:14:13 EDT 2014 interactive 10 Open:Active - 3 - - 136 2 134 0
281 Wed Oct 8 17:14:13 EDT 2014 forever 10 Open:Active - - - - 3 0 3 0
281 Wed Oct 8 17:14:13 EDT 2014 sas 10 Open:Active - 6 - - 0 0 0 0
281 Wed Oct 8 19:00:53 EDT 2014 QUEUE_NAME PRIO STATUS MAX JL/U JL/P JL/H NJOBS PEND RUN SUSP
281 Wed Oct 8 19:00:53 EDT 2014 admin 100 Open:Active - - - 1 0 0 0 0
281 Wed Oct 8 19:00:53 EDT 2014 overtime 50 Closed:Active - 0 - - 0 0 0 0
281 Wed Oct 8 19:00:53 EDT 2014 care 50 Open:Active - - - - 1 0 1 0
281 Wed Oct 8 19:00:53 EDT 2014 igsa 50 Open:Active - 3 - 3 0 0 0 0
281 Wed Oct 8 19:00:53 EDT 2014 priority 50 Open:Active - 10 - 1 670 633 37 0
281 Wed Oct 8 19:00:53 EDT 2014 gpu 50 Open:Active - - - - 17 17 0 0
281 Wed Oct 8 19:00:53 EDT 2014 genepattern 40 Open:Active - - - - 12 1 11 0
281 Wed Oct 8 19:00:53 EDT 2014 gsa 35 Open:Active - - - - 115 0 115 0
281 Wed Oct 8 19:00:53 EDT 2014 neurolab 35 Open:Active - - - - 11 0 11 0
281 Wed Oct 8 19:00:53 EDT 2014 regevlab 35 Open:Active - 80 - - 637 371 266 0
281 Wed Oct 8 19:00:53 EDT 2014 birdseed 35 Open:Active - - - 10 0 0 0 0
281 Wed Oct 8 19:00:53 EDT 2014 rnai 35 Open:Active - - - 10 0 0 0 0
281 Wed Oct 8 19:00:53 EDT 2014 iweek 31 Open:Active - 5 - 10 0 0 0 0
281 Wed Oct 8 19:00:53 EDT 2014 short 31 Open:Active - 50 - 1 0 0 0 0
281 Wed Oct 8 19:00:53 EDT 2014 webannotblast 31 Open:Active - - 1 - 0 0 0 0
